"country","state","city","zip_code","lat_long","latitude","longitude","gender","senior_citizen","partner","dependents","tenure_months","phone_service","multiple_lines","internet_service","online_security","online_backup","device_protection","tech_support","streaming_tv","streaming_movies","contract","paperless_billing","payment_method","monthly_charges","total_charges","churn_label"
"United States","California","Ceres",95307,"37.553469, -120.952825","37.553469","-120.952825","Female","No","Yes","No",2,"Yes","No","No","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Electronic check","116.17","1788.55","No"
"United States","California","Point Reyes Station",94956,"38.060264, -122.830646","38.060264","-122.830646","Male","No","Yes","No",38,"Yes","Yes","No","No internet service","Yes","Yes","Yes","Yes","No internet service","Two year","Yes","Credit card (automatic)","32.49","1249.11","No"
"United States","California","Brisbane",94005,"37.684694, -122.40712","37.684694","-122.40712","Male","Yes","No","Yes",1,"Yes","No","Fiber optic","Yes","No internet service","Yes","No","No","No internet service","One year","Yes","Electronic check","95.56","2610.54","No"
"United States","California","San Leandro",94578,"37.704384, -122.126703","37.704384","-122.126703","Male","No","No","No",60,"Yes","No","DSL","Yes","Yes","No","No","Yes","No","Two year","Yes","Bank transfer (automatic)","103.56","5743.93","No"
"United States","California","Angels Camp",95222,"38.071327, -120.632221","38.071327","-120.632221","Female","Yes","Yes","No",33,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","No","Month-to-month","Yes","Electronic check","100.89","1300.68","No"
"United States","California","Beaumont",92223,"33.946982, -116.977672","33.946982","-116.977672","Male","No","Yes","Yes",47,"Yes","No","Fiber optic","No","No internet service","Yes","No","Yes","No","Month-to-month","No","Mailed check","104.56","4087.92","No"
"United States","California","San Marino",91108,"34.122671, -118.112911","34.122671","-118.112911","Male","No","No","No",6,"No","Yes","DSL","No internet service","No internet service","Yes","No","No","Yes","Month-to-month","No","Mailed check","19.21","4.10","No"
"United States","California","Twin Bridges",95735,"38.805481, -120.13287","38.805481","-120.13287","Female","No","No","No",56,"Yes","No","Fiber optic","No internet service","No","No","Yes","Yes","Yes","Month-to-month","No","Mailed check","55.93","2091.00","No"
"United States","California","Challenge",95925,"39.461768, -121.195825","39.461768","-121.195825","Male","No","No","Yes",5,"Yes","No","No","No internet service","No internet service","Yes","Yes","Yes","Yes","Month-to-month","No","Electronic check","19.21","37.23","No"
"United States","California","Bethel Island",94511,"38.050558, -121.646924","38.050558","-121.646924","Female","Yes","Yes","Yes",6,"Yes","No","No","No","No internet service","No internet service","No internet service","Yes","No internet service","One year","Yes","Bank transfer (automatic)","18.70","6.74","No"
"United States","California","Sacramento",95834,"38.646209, -121.52446","38.646209","-121.52446","Female","No","Yes","No",47,"No","No","No","No internet service","No internet service","Yes","No internet service","Yes","No internet service","Two year","Yes","Mailed check","22.19","304.53","No"
"United States","California","Ben Lomond",95005,"37.078873, -122.090386","37.078873","-122.090386","Female","Yes","No","No",63,"Yes","Yes","No","Yes","No","No internet service","Yes","Yes","No internet service","Two year","Yes","Credit card (automatic)","95.93","3023.15","No"
"United States","California","West Point",95255,"38.41935, -120.469545","38.41935","-120.469545","Male","Yes","Yes","No",10,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)","108.46","1075.45","No"
"United States","California","Upland",91786,"34.105493, -117.660934","34.105493","-117.660934","Male","No","No","Yes",0,"Yes","Yes","DSL","Yes","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","60.50","1.11","No"
"United States","California","Chula Vista",91914,"32.688506, -116.938632","32.688506","-116.938632","Male","No","Yes","No",67,"Yes","Yes","DSL","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","104.94","5679.65","No"
"United States","California","Milpitas",95035,"37.441931, -121.878502","37.441931","-121.878502","Female","No","Yes","Yes",61,"Yes","Yes","DSL","Yes","Yes","No","No","Yes","No","Two year","No","Mailed check","118.05","6483.46","No"
"United States","California","Sunol",94586,"37.587494, -121.862856","37.587494","-121.862856","Female","Yes","No","Yes",40,"Yes","No phone service","No","No internet service","No","Yes","No","Yes","Yes","Month-to-month","No","Mailed check","77.15","1036.72","No"
"United States","California","Ramona",92065,"33.044541, -116.833922","33.044541","-116.833922","Male","No","No","Yes",43,"Yes","No","No","No internet service","No","Yes","No internet service","No","No internet service","Two year","No","Bank transfer (automatic)","33.93","1226.00","No"
"United States","California","Huntington Beach",92647,"33.723579, -118.005441","33.723579","-118.005441","Female","No","Yes","No",13,"Yes","No","DSL","No","No internet service","No","No","No","No","One year","Yes","Bank transfer (automatic)","36.17","1157.36","No"
"United States","California","Standish",96128,"40.346634, -120.386422","40.346634","-120.386422","Female","No","No","Yes",54,"No","No","DSL","No internet service","No","No internet service","No","Yes","No","Two year","No","Credit card (automatic)","22.76","429.84","No"
"United States","California","San Diego",92110,"32.76501, -117.19938","32.76501","-117.19938","Female","No","No","No",1,"Yes","Yes","No","No internet service","No","Yes","Yes","Yes","No internet service","Month-to-month","No","Bank transfer (automatic)","47.97","305.32","No"
"United States","California","Monte Rio",95462,"38.471049, -123.015549","38.471049","-123.015549","Male","No","Yes","Yes",57,"Yes","No","Fiber optic","No internet service","No","Yes","Yes","No internet service","No internet service","Two year","No","Credit card (automatic)","48.08","2339.15","No"
"United States","California","Eureka",95501,"40.796621, -124.15428","40.796621","-124.15428","Female","No","No","Yes",56,"Yes","Yes","No","No","No internet service","Yes","No internet service","No internet service","Yes","Two year","No","Electronic check","22.56","541.61","No"
"United States","California","Covina",91724,"34.08111, -117.853935","34.08111","-117.853935","Female","No","Yes","No",64,"Yes","No","DSL","Yes","No","No internet service","Yes","No internet service","Yes","Two year","No","Mailed check","98.88","7335.65","No"
"United States","California","Williams",95987,"39.117537, -122.284654","39.117537","-122.284654","Female","No","No","No",22,"Yes","Yes","Fiber optic","No internet service","No internet service","Yes","Yes","Yes","Yes","Month-to-month","No","Electronic check","30.59","2013.95","No"
"United States","California","Carpinteria",93013,"34.441398, -119.513163","34.441398","-119.513163","Male","No","No","Yes",4,"Yes","No","DSL","Yes","Yes","No","No","No","No","Two year","Yes","Bank transfer (automatic)","109.27","4031.21","No"
"United States","California","Clipper Mills",95930,"39.562239, -121.14836","39.562239","-121.14836","Female","Yes","Yes","No",58,"Yes","Yes","DSL","No","Yes","No","No","No","No","Two year","No","Bank transfer (automatic)","105.47","3884.04","No"
"United States","California","June Lake",93529,"37.730269, -119.055813","37.730269","-119.055813","Male","No","No","No",72,"Yes","No phone service","No","Yes","Yes","Yes","No","Yes","No internet service","Two year","Yes","Credit card (automatic)","117.29","8295.22","No"
"United States","California","Burlingame",94010,"37.57028, -122.365778","37.57028","-122.365778","Female","No","Yes","No",33,"Yes","Yes","Fiber optic","No","No internet service","No internet service","No internet service","No internet service","Yes","One year","No","Mailed check","43.42","4702.46","No"
"United States","California","Canyon Dam",95923,"40.171312, -121.120605","40.171312","-121.120605","Female","No","No","No",4,"Yes","No","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Mailed check","109.34","1429.25","No"
"United States","California","Saint Helena",94574,"38.581354, -122.296283","38.581354","-122.296283","Male","No","Yes","No",66,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","117.69","5231.80","No"
"United States","California","Oakland",94610,"37.808731, -122.238708","37.808731","-122.238708","Female","Yes","Yes","Yes",70,"Yes","No","No","No","No","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)","106.00","7002.66","No"
"United States","California","Fullerton",92833,"33.877639, -117.961212","33.877639","-117.961212","Female","No","No","No",1,"Yes","No","Fiber optic","No internet service","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","23.63","273.35","Yes"
"United States","California","San Diego",92127,"33.017518, -117.118456","33.017518","-117.118456","Female","No","No","No",7,"Yes","No","DSL","Yes","Yes","No","No","No","No","One year","Yes","Credit card (automatic)","87.73","437.34","No"
"United States","California","Los Angeles",90013,"34.044639, -118.240413","34.044639","-118.240413","Female","No","Yes","No",7,"No","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)","66.05","1093.79","No"
"United States","California","Visalia",93292,"36.37559, -119.211689","36.37559","-119.211689","Female","No","No","Yes",69,"Yes","No phone service","DSL","Yes","Yes","No","No","No","No","Two year","Yes","Credit card (automatic)","117.04","7797.96","No"
"United States","California","San Leandro",94579,"37.687264, -122.15728","37.687264","-122.15728","Male","Yes","No","No",19,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Mailed check","56.09","825.41","No"
"United States","California","Pomona",91766,"34.042286, -117.756106","34.042286","-117.756106","Female","Yes","No","Yes",35,"No","Yes","DSL","Yes","No","No internet service","Yes","No","No","Month-to-month","Yes","Electronic check","23.12","226.41","No"
"United States","California","Bass Lake",93604,"37.458367, -119.345011","37.458367","-119.345011","Male","No","No","No",4,"Yes","No","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Credit card (automatic)","29.13","412.84","No"
"United States","California","Fullerton",92835,"33.902211, -117.914922","33.902211","-117.914922","Male","Yes","Yes","Yes",39,"Yes","Yes","DSL","Yes","No","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","45.55","213.69","No"
"United States","California","Porter Ranch",91326,"34.281911, -118.556218","34.281911","-118.556218","Male","No","Yes","No",14,"No","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","50.88","2044.65","No"
"United States","California","Anaheim",92805,"33.830209, -117.906099","33.830209","-117.906099","Female","Yes","No","Yes",40,"No","No","Fiber optic","No","No","Yes","Yes","No internet service","No","Month-to-month","No","Mailed check","51.68","434.20","No"
"United States","California","Sun City",92585,"33.739412, -117.173334","33.739412","-117.173334","Female","No","Yes","No",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","Yes","One year","Yes","Electronic check","100.34","8409.94","No"
"United States","California","Antioch",94509,"37.980057, -121.801599","37.980057","-121.801599","Male","No","Yes","Yes",15,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Two year","Yes","Electronic check","27.12","406.41","No"
